"date","country","country_pt","operator","aircraft","total_survivors","description","year","total_fatalities","id","continent"
"10/21/1989","Honduras","Honduras","BRONZEADO","Boeing B-727-224",146,"A aeronave pousou perto da pista sob chuva forte e ventos fortes, após retornar ao aeroporto. A tripulação não seguiu o procedimento de abordagem adequado.","1989",127,3892,"América"
"10/26/1989","China","China","China Airlines (Taiwan)","Boeing B-737-209",54,"O avião atingiu uma montanha de 7.000 pés 10 minutos depois de decolar. A tripulação de vôo usou um procedimento de partida incorreto.","1989",54,3893,"Ásia"
"11/09/1989","Liberia","Libéria","Weasua Airtransport","Britten-Norman BN-2A Islander",10,"Caiu na praia após uma falha de motor.","1989",2,3896,"África"
"11/10/1989","Lesotho","Lesoto","Militar - Força Real de Defesa do Lesoto","Casa 212 Aviocar",18,"Bata em uma montanha.","1989",18,3897,"África"
"11/14/1989","Norway","Noruega","Air Express","Cessna 551 Citação II",4,"A ambulância aérea colidiu com uma montanha durante uma abordagem por instrumentos.","1989",4,3898,"Europa"
"11/21/1989","Russia","Rússia","Aeroflot","Antonov AN-24",42,"Caiu à direita da pista durante uma aproximação devido à neblina e neve.","1989",34,3899,"Ásia"
"11/23/1989","Albania","Albânia","Militar - Exército Popular / Militar - Força Aérea Popular","Mil Mi-4 / Mil Mi-4",24,"Dois helicópteros transportando vítimas de acidentes de ônibus colidiram no ar.","1989",24,3900,"Europa"
"11/27/1989","Colombia","Colômbia","AVIANCA","Boeing B-727-21",107,"O avião pegou fogo e caiu logo após decolar do aeroporto El Dorado. Detonação de um dispositivo explosivo colocado no chão no lado de estibordo da cabine de passageiros no assento 15F que acendeu vapores de combustível em um tanque de combustível vazio. A bomba foi colocada por membros do cartel de drogas liderado por Pablo Escobar na tentativa de matar o candidato à presidência Cesare Gaviria. Ele não estava a bordo.","1989",0,3902,"América"
"11/27/1989","Angola","Angola","Aviação Tepper","Lockheed L-100-20 Hercules",5,"Caiu durante o pouso.","1989",5,3903,"África"
"02/05/1990","Colombia","Colômbia","Helicopteros Nacionales de Colombia","Grumman G-159 Gulfstream I",15,"Struck Mt. El Saluda a 5.000 pés, perto de Image, após anunciar uma volta com intenções de desviar para o seu suplente.","1990",15,3908,"América"
"12/28/1989","Romania","Romênia","Tarom","Antonov An-24RV",7,"Caiu em más condições meteorológicas. Rumores sugerem que o avião foi abatido.","1989",7,3910,"Europa"
"01/13/1990","Russia","Rússia","Aeroflot","Tupolev TU-134A",71,"Um incêndio no porão de carga traseiro e um alerta de incêndio em ambos os motores forçaram o avião a pousar em um campo carregado de neve. O avião quebrou após atingir o equipamento de irrigação. Curto-circuito na fiação elétrica.","1990",27,3913,"Ásia"
"01/15/1990","Costa Rica","Costa Rica","SANSA","CASA 212 Aviocar 200",23,"Caiu a cerca de 4.500 pés de altura na montanha Pico Blanco, a 2.250 pés, a 16 km a sudoeste de San Jose, cinco minutos após decolar sob uma forte tempestade. Voo VFR contínuo em condições IFR. A aeronave não estava equipada com GWPS.","1990",23,3914,"América do Norte"
"02/12/1990","Brazil","Brasil","TAM (Brasil)","Fokker 27 Friendship 200",40,"Caiu após uma aterrissagem abortada após uma aterrissagem muito rápida e 2/3 abaixo da pista. O piloto tentou uma volta, ficou no ar, mas morreu e bateu em casas e um carro matando duas pessoas.","1990",0,3923,"América do Sul"
"02/14/1990","India","Índia","Indian Airlines","Airbus A320-231",146,"Na aproximação final, a aeronave desceu abaixo do perfil de aproximação normal até atingir o solo a 2.300 pés curto e 200 pés à direita da linha central da pista. O diretor de vôo do co-piloto (neste caso, o capitão de verificação) foi deixado no modo de marcha lenta de descida aberta em vez do modo de velocidade vertical, a configuração prescrita para uma aproximação e pouso. A aeronave não conseguiu manter a trajetória de vôo correta com potência de marcha lenta. Falha da tripulação em perceber a gravidade da situação e responder imediatamente para a ação adequada de mover os aceleradores, mesmo após as chamadas de altitude de rádio.","1990",92,3924,"Ásia"
"02/17/1990","Zambia","Zâmbia","Militar - Força Aérea da Zâmbia","DHC-5 Buffalo",29,"De repente, mergulhou em um campo enquanto se preparava para pousar em Likouala.","1990",29,3925,"África"
"02/29/1990","Peru","Peru","Compania de Aviacion Faucett SA (Peru)","Boeing B-737-222",123,"A aeronave caiu em uma encosta a vários quilômetros do aeroporto enquanto tentava pousar. O piloto relatou voar a 9.500 pés quando a aeronave estava realmente voando a 8.640 pés. Voo controlado em terreno.","1990",123,4405,"América do Sul"
"03/01/1990","India","Índia","Militar - Força Aérea Indiana","MiG-23",1,"Depois que o piloto foi ejetado com segurança, a aeronave colidiu com dois caminhões, matando 50 pessoas no solo.","1990",50,3927,"Ásia"
"03/09/1990","Peru","Peru","Militar - Aviação do Exército Peruano","Mil Mi-17",23,"Caiu e explodiu ao norte de seu destino em meio a forte neblina após voar em uma cordilheira.","1990",23,4407,"América do Sul"
"03/21/1990","Honduras","Honduras","TAN Honduras","Lockheed L-188CF Electra",3,"O avião de carga desceu abaixo da altitude mínima segura e atingiu uma montanha de 7.000 pessoas com mau tempo.","1990",3,3931,"América do Norte"
"03/27/1990","Afghanistan","Afeganistão","Aeroflot","Ilyushin IL-76MD",11,"A aeronave estolou durante a final e caiu durante a aproximação após receber ordem do ATC para interromper a aproximação. Erro do piloto.","1990",11,3933,"Ásia"
"03/27/1990","Angola","Angola","Militar - Força Aérea Angolana","CASA 212 Aviocar 300",25,"Abatido por um míssil disparado por rebeldes da UNITA.","1990",25,3934,"África"
"04/06/1990","Brazil","Brasil","Táxi Aéreo - Transamérica","Learjet 25C",4,"O jato sobre a pista molhada caiu de um penhasco e pegou fogo. Avião sobrecarregado, o piloto não fez os cálculos adequados para o pouso.","1990",2,3935,"América do Sul"
"04/12/1990","Norway","Noruega","Flyveselksap de Wideroe","de Havilland Canadá DHC-6 Twin Otter 300",5,"O controle da aeronave foi perdido quando a haste push-pull do elevador falhou em forte turbulência. O avião caiu no mar.","1990",5,3936,"Europa"
"05/05/1990","Guatemala","Guatemala","Empresa de transporte aéreo","Douglas DC-6BF",3,"A aeronave apresentou falha de motor na decolagem cerca de V2 e colidiu com casas a 8 km a SE do aeroporto.","1990",0,3942,"América do Norte"
"05/10/1990","Mexico","México","Avicsa","Fairchild F-27",40,"Caiu a 3 milhas da pista ao se aproximar, atingindo árvores. O acidente foi atribuído à falta de coordenação da tripulação durante a aproximação e à falta de experiência no tipo de aeronave.","1990",20,3943,"América do Norte"
"05/11/1990","Germany","Alemanha","Militar - Luftwaffe","Transall C-160D",10,"Durante um vôo de baixo nível, a tripulação perdeu a referência ao solo e caiu.","1990",10,3946,"Europa"
"06/06/1990","Brazil","Brasil","TABA","Fairchild FH-227B",42,"O piloto, mudado para VFR em condições IFR, atingiu árvores a 1 km da pista em meio a forte neblina. Erro do piloto.","1990",23,3949,"América do Norte"
"07/27/1990","Afghanistan","Afeganistão","Militar - Força Aérea Republicana Afegã","Mil Mi-8 (helicóptero)",30,"Abatido pelas forças rebeldes.","1990",30,3955,"Ásia"
"07/31/1990","Peru","Peru","Servicio Expresso Nacional","Beech King Air B90",9,"Caiu durante um pouso de emergência.","1990",9,3956,"América do Sul"
"08/01/1990","Azerbaijan","Azerbaijão","Aeroflot","Yakovlev YAK-40",47,"A aeronave caiu em uma montanha coberta de nuvens a 2.520 m, a 22 km de seu destino. Descida prematura.","1990",47,3957,"Europa"
"08/09/1990","Indonesia","Indonésia","Bourag Indonesia Companhias Aéreas","Hawker Siddeley HS-748 2A",10,"Caiu no Monte. Komawa a 9.200 pés com mau tempo. Encontrado em 14/08/95.","1990",10,4355,"Ásia"
"08/10/1990","Afghanistan","Afeganistão","Militar - Força Aérea Republicana Afegã","Antonov AN-12",83,"Caiu logo após a decolagem. Falha mecânica ou possivelmente derrubada.","1990",83,3958,"Ásia"
"08/21/1990","Taiwan","Taiwan","Militar - Força Aérea da República da China","Beechcraft 1900C",18,"Caiu em um campo sob chuva forte e pouca visibilidade durante o trajeto.","1990",18,3959,"Ásia"
"08/29/1990","Germany","Alemanha","Militar - Força Aérea dos EUA","Lockheed C-5A",17,"Logo após a decolagem, a aeronave derivou para a esquerda e cortou árvores, eventualmente, caindo 3.000 pés além do final da pista. Possível implantação inadvertida de um reversor de empuxo.","1990",13,3962,"Europa"
"09/11/1990","Canada","Canadá","Faucett","Boeing B-727-247",18,"A aeronave ficou sem combustível e caiu no mar. A última mensagem que foi ouvida da tripulação foi que eles estavam com pouco combustível e se preparando para a vala.","1990",18,3964,"América do Norte"
"09/12/1990","Greenland","Groenlândia","Nuna Air","Cessna 441 Conquest II",8,"Caiu no mar a 80nm a sudoeste de seu ponto de partida. De acordo com as fitas do ATC, a tripulação estava sendo incapacitada por hipóxia antes de cair.","1990",8,3965,"América do Norte"
"09/14/1990","Russia","Rússia","Aeroflot","Yakovlev YAK-42",129,"A aeronave foi atingida ao se aproximar e caiu 1.700 metros antes da pista. É relatado que a tripulação, que estava aparentemente cansada, não seguiu corretamente os procedimentos. O acidente aconteceu à noite.","1990",4,3966,"Ásia"
"09/20/1990","Brazil","Brasil","SUDENE","Embraer 110P1 Bandeirante",12,"As listas de verificação pré-partida foram realizadas pelo primeiro oficial, enquanto o capitão chegou atrasado. A aeronave taxiou imediatamente e presume-se que a tripulação não realizou a lista de verificação antes do imposto. O avião decolou, entrou em uma subida íngreme e virou à direita. Pouco depois, o avião mergulhou no mar. Ambos os pilotos tinham muito pouca experiência em aviões Bandeirante.","1990",12,3967,"América do Sul"
"10/02/1990","Kuwait","Kuwait","Iraqi Airways","Ilyushin IL-76",130,"A aeronave foi abatida por um caça do Kuwait logo após a decolagem com um míssil ar-ar. A maioria militar estava a bordo.","1990",130,3969,"Ásia"
"10/02/1990","China","China","China Southwest Airlines / Xiamen Airlines","Boeing B-737-247 / Boeing B-757-21B",226,"Pouco depois de decolar, um sequestrador entrou na cabine e exigiu ser levado para Hong Kong. O capitão circulou por 30 minutos e depois de uma luta na cabine, tentou pousar em Guangzhou, acertando a pista com força, atropelando um B-707 e colidindo com um B-757. Oitenta e dois a bordo do B-737 e 46 a bordo do B-757 morreram.","1990",128,3970,"Ásia"
"10/24/1990","Cuba","Cuba","Cubana de Aviacion","Yakovlev YAK-40",31,"Atingiu o solo a 2,5 milhas da pista em alta velocidade na chuva e com visibilidade reduzida. Erro do piloto. Continuando o vôo VFR em condições IFR.","1990",11,3973,"América do Norte"
"11/11/1990","Russia","Rússia","MAP - Ministerstvo Aviatsionnoi Promyshlennosti","Antonov AN-8",10,"O avião de carga caiu depois que os dois motores falharam durante uma aproximação para pousar.","1990",9,3974,"Ásia"
"11/13/1990","Nigeria","Nigéria","Nigeria Airways","Boeing B-737-2F9",137,"A aeronave pousou no meio da pista, desviou-se da pista, onde a grama seca pegou fogo sob a aeronave e, eventualmente, se espalhou, destruindo a aeronave.","1990",9,4377,"África"
"11/14/1990","Switzerland","Suíça","Alitalia","McDonnell Douglas DC-9-32",46,"A aeronave continuou a descer após interceptar a rampa de planeio e atingiu terreno elevado a 6 milhas do aeroporto. Indicação falsa de VHF NAV na unidade No.1 da aeronave. Possível leitura incorreta do altímetro pelo piloto no comando. Falta de alerta GPWS na cabine. A tripulação não estava ciente da possibilidade de indicações incorretas no equipamento NAV em uso. Não cumprimento das instruções basiprocedimentais durante a abordagem. O ATC não observou a partida da altitude liberada de 4.000 pés.","1990",46,3975,"Europa"
"11/18/1990","Colombia","Colômbia","SATENA","CASA 212 Aviocar 200",16,"Caiu em uma montanha da selva, MT. Los Farllones, com mau tempo.","1990",16,3976,"América do Sul"
"11/19/1990","Turkmenistan","Turcomenistão","Aeroflot","Mil Mi-8T",15,"Crashed pousou após passar por severa turbulência e falha do motor.","1990",15,3977,"Ásia"
"11/21/1990","Thailand","Tailândia","Bangkok Airways","de Havilland Canadá DHC-8-103",38,"Depois de receber uma mudança de pista, a tripulação executou uma aproximação perdida. Eles ficaram confusos sobre o caminho a seguir. Eles entraram em uma área de nuvens e chuva forte, ficaram desorientados e desceram com a asa esquerda para baixo até atingirem o solo de uma plantação de coco. Os pilotos experimentaram desorientação espacial que resultou em controle impróprio da aeronave. Numerosos erros de procedimento e má disciplina do cockpit por parte da tripulação. O piloto voou em condições meteorológicas onde não tinha referência visual. Falta de verificação cruzada e monitoramento de altitude. Monitoramento impróprio dos instrumentos de vôo.","1990",38,3979,"Ásia"
"11/25/1990","Italy","Itália","Eitos","Aerospatiale 330J Puma",13,"O helicóptero caiu no mar durante uma tempestade.","1990",13,3980,"Europa"
"12/04/1990","Kenya","Quênia","Sudania Air Cargo","Boeing B-707-320F",10,"Ultrapassou a pista em 4 km em uma segunda abordagem, atingiu as linhas de transmissão e caiu no nevoeiro.","1990",10,3982,"África"
"01/11/1991","Brazil","Brasil","Belair - Táxi Aéreo","Learjet 25C",5,"Caiu em uma tempestade.","1991",5,3986,"América do Sul"
"01/31/1991","Saudi Arabia","Arábia Saudita","Lockheed AC-130H Hercules","Militar - Força Aérea dos EUA",13,"Abatido por um míssil terra-ar durante a operação Tempestade no Deserto.","1991",13,3988,"Ásia"
"02/05/1991","Greece","Grécia","Militar - Força HelleniAir","Lockheed C-130H",63,"A aeronave voou para o cume do Monte. Billiuras a 4.000 pés enquanto se prepara para pousar no Aeroporto Nea Anghialos.","1991",63,3990,"Europa"
"02/14/1991","Ecuador","Equador","Militar - Força Aérea Equatoriana","de Havilland Canadá DHC-6 Twin Otter 300",22,"Caiu contra o lado do Monte. Paso Macunaa a 5.000 pés em uma região de selva do leste do Equador com mau tempo.","1991",22,3993,"América do Sul"
"02/20/1991","Chile","Chile","LAN","British Aerospace BAE-146-200A",72,"O avião ultrapassou a pista ao se aproximar e afundou no Canal de Beagle, no mar.","1991",20,3994,"América do Sul"
"03/11/1991","Germany","Alemanha","Luft-Taxi Emsland","Cessna 402B",7,"Caiu ao tentar uma abordagem VOR / DME no nevoeiro. O piloto tentou usar um VOR a 33 km do aeroporto.","1991",6,3997,"Europa"
"03/16/1991","Angola","Angola","Transafrik","Lockheed L-100-30 Hercules",9,"O avião de carga foi abatido por um míssil terra-ar.","1991",9,3999,"África"
"03/18/1991","Brazil","Brasil","Conesul Taxi Aéreo","Gates Learjet 25",7,"Caiu a 8 km da pista na escuridão.","1991",7,4000,"América do Sul"
"03/21/1991","Saudi Arabia","Arábia Saudita","Militar - Força Aérea Real Saudita","Lockheed C-130H",98,"Caiu ao tentar pousar com pouca visibilidade causada por incêndios de petróleo durante a Guerra do Golfo Pérsico.","1991",98,4002,"Ásia"
